0,11,22,32,42,52,61,70,79,87,95,102,110,117,123,130,136,141,147,152,157,162,166,170,174,177,181,184,187,190,192,194,197,198,200,202,203,204,205,206,207,207,208,208,208,208,208,208,208,208,207,207,206,206,205,204,204,203,202,201,200,199,198,197,197,196,195,194,193,192,191,191,190,189,189,188,188,187,187,186,186,186,186,186,186,186,187,187,188,188,189,190,191,192,193,195,197,198,200,202,204,206,208,210,212,215,217,218,220,222,223,225,226,227,227,228,228,228,227,226,225,223,221,218,215,211,207,202,197,191,184,177,170,162,155,147,139,132,124,117,110,104,99,94,89,86,83,82,82,82,85,88,93,100,108,118,129,143,159,177,196,219,243,269,296,324,352,381,410,438,465,492,517,540,561,580,596,609,618,624,625,622,614,601,582,558,528,491,447,396,337,271,197,114,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,506,849,1227,1640,2089,2577,3105,3672,4282,4935,5632,6375,7165,8003,8891,9829,10819,11863,12961,14115,15325,16594,17923,19312,20764,22278,23857,25503,27215,28995,30845,32767
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,12,16,20,24,29,34,39,44,49,55,61,67,73,79,85,91,98,104,111,118,124,131,138,145,151,158,164,171,178,184,190,197,203,209,214,220,226,231,236,241,246,250,254,258,262,266,269,272,274,276,278,280,281,282,283,283,283,283,283,282,281,280,279,277,276,274,272,269,267,264,261,258,255,251,248,244,240,236,232,227,223,219,214,210,205,200,196,192,187,183,179,175,172,168,165,162,160,158,156,155,154,154,154,154,155,157,160,163,166,171,176,181,188,195,204,212,222,232,243,254,266,278,291,305,318,333,348,363,378,394,410,427,444,461,478,495,513,531,548,566,584,602,620,638,656,674,691,708,724,738,751,763,773,781,787,791,791,790,785,776,765,750,730,707,680,648,611,569,522,470,412,349,279,204,121,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,478,833,1222,1646,2107,2605,3143,3720,4339,5001,5706,6457,7253,8097,8990,9932,10925,11971,13070,14223,15433,16699,18024,19408,20853,22360,23929,25563,27263,29029,30863,32767
0,27,55,83,110,138,165,192,219,245,272,298,324,349,375,399,424,448,472,496,519,541,563,585,606,627,647,666,685,704,722,739,756,771,787,801,815,828,840,852,863,873,882,890,898,904,910,915,918,921,923,924,924,923,921,917,913,908,901,894,885,875,864,851,838,823,807,790,772,753,733,713,692,671,649,627,605,583,560,538,516,495,474,453,433,414,395,378,361,345,331,318,306,296,288,281,276,272,271,271,272,276,280,286,293,301,309,319,330,341,352,364,377,389,402,415,427,440,452,463,475,485,495,504,512,519,525,530,533,536,536,536,535,534,532,530,528,527,526,525,526,528,532,537,544,553,565,578,595,615,638,664,694,728,766,809,855,907,964,1025,1093,1165,1243,1325,1410,1499,1590,1683,1776,1870,1964,2057,2148,2237,2323,2405,2483,2556,2624,2685,2739,2786,2825,2854,2874,2884,2883,2871,2846,2808,2757,2692,2611,2516,2407,2285,2153,2011,1861,1705,1545,1381,1216,1050,887,726,570,420,277,144,22,0,0,0,0,0,0,0,0,0,0,0,0,114,305,529,789,1086,1422,1798,2216,2677,3182,3734,4334,4983,5683,6436,7242,8105,9024,10002,11041,12141,13304,14532,15827,17190,18622,20125,21701,23351,25076,26879,28761,30723,32767
0,214,417,610,793,965,1128,1280,1423,1557,1682,1797,1904,2003,2093,2175,2249,2316,2375,2427,2472,2510,2542,2567,2586,2599,2606,2608,2604,2595,2582,2563,2541,2513,2482,2447,2409,2367,2322,2273,2222,2169,2113,2055,1995,1933,1870,1805,1739,1673,1606,1538,1470,1402,1334,1267,1200,1134,1069,1005,943,882,824,767,712,661,611,564,519,477,437,399,363,329,298,268,240,215,191,169,149,130,113,98,84,72,62,53,45,38,33,29,27,25,24,25,27,29,32,37,42,48,55,62,70,79,89,99,110,121,133,145,158,171,185,199,213,227,242,257,272,288,303,319,335,350,366,382,398,413,429,444,460,476,492,509,527,545,563,583,603,625,647,671,696,722,750,779,810,842,877,913,951,992,1034,1079,1126,1175,1227,1282,1340,1400,1462,1526,1592,1659,1726,1793,1859,1925,1989,2052,2112,2169,2223,2273,2319,2361,2397,2428,2452,2470,2481,2485,2481,2468,2446,2415,2374,2323,2261,2188,2104,2007,1900,1783,1658,1527,1391,1251,1109,966,823,682,545,412,285,166,56,0,0,0,0,0,0,0,0,0,0,0,0,73,235,427,651,907,1197,1523,1886,2287,2728,3210,3735,4304,4919,5580,6289,7048,7858,8721,9637,10609,11637,12723,13869,15076,16344,17677,19075,20539,22071,23672,25344,27088,28905,30798,32767
0,356,694,1014,1315,1599,1866,2115,2348,2565,2767,2953,3124,3280,3422,3550,3665,3767,3856,3932,3997,4050,4092,4122,4143,4153,4154,4145,4127,4101,4067,4024,3975,3918,3854,3784,3708,3627,3541,3449,3353,3253,3150,3043,2933,2821,2706,2590,2472,2354,2234,2114,1995,1876,1757,1640,1525,1411,1300,1192,1086,984,886,793,704,619,540,466,396,331,271,215,165,118,76,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45,79,117,158,201,248,297,349,402,458,514,572,632,691,752,812,873,933,993,1052,1110,1166,1221,1274,1325,1374,1420,1463,1503,1540,1573,1602,1627,1648,1664,1674,1680,1681,1678,1671,1660,1645,1628,1609,1587,1564,1539,1513,1487,1461,1435,1409,1385,1362,1341,1322,1305,1292,1282,1276,1273,1276,1283,1296,1314,1338,1369,1406,1451,1503,1560,1623,1690,1762,1837,1915,1995,2078,2161,2245,2328,2411,2492,2571,2648,2722,2791,2857,2917,2971,3019,3060,3094,3119,3136,3143,3140,3127,3102,3065,3017,2957,2887,2809,2724,2632,2537,2438,2337,2236,2135,2037,1942,1851,1767,1691,1623,1565,1518,1485,1465,1461,1473,1504,1554,1625,1717,1833,1974,2141,2335,2557,2810,3094,3411,3762,4148,4570,5031,5531,6071,6654,7279,7950,8666,9430,10242,11104,12017,12983,14002,15077,16209,17398,18647,19956,21327,22761,24259,25824,27455,29155,30925,32767
0,251,495,731,959,1180,1393,1600,1799,1991,2176,2354,2526,2691,2849,3002,3148,3287,3421,3549,3671,3787,3898,4003,4103,4198,4287,4372,4451,4526,4596,4662,4723,4779,4831,4880,4924,4964,5001,5033,5063,5088,5111,5130,5146,5159,5169,5176,5181,5183,5182,5179,5174,5167,5158,5147,5134,5119,5103,5085,5066,5046,5024,5002,4979,4954,4929,4903,4876,4848,4819,4788,4756,4722,4687,4651,4613,4572,4530,4487,4441,4393,4342,4290,4235,4178,4118,4055,3990,3923,3852,3778,3702,3622,3539,3453,3363,3271,3175,3076,2975,2872,2766,2660,2552,2443,2333,2224,2114,2004,1896,1788,1681,1576,1473,1372,1274,1179,1086,998,913,832,755,683,616,555,499,449,406,368,338,313,294,280,272,269,270,276,286,299,317,337,361,387,416,447,479,514,550,587,624,663,701,740,778,815,852,888,922,955,985,1014,1040,1064,1085,1104,1120,1133,1144,1151,1156,1157,1155,1150,1142,1130,1114,1095,1072,1046,1015,981,942,899,852,800,744,684,619,549,474,395,310,221,128,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,405,678,982,1315,1680,2077,2509,2975,3477,4016,4593,5209,5866,6564,7305,8089,8918,9794,10716,11686,12705,13775,14896,16070,17298,18580,19918,21313,22766,24278,25851,27485,29181,30942,32767
0,165,326,483,636,785,929,1070,1207,1340,1469,1594,1715,1833,1947,2057,2164,2267,2366,2463,2555,2645,2731,2814,2893,2970,3043,3113,3180,3245,3306,3364,3420,3472,3522,3569,3613,3655,3694,3731,3765,3797,3826,3853,3878,3900,3920,3938,3954,3968,3979,3989,3997,4002,4006,4008,4009,4007,4004,4000,3993,3986,3976,3966,3954,3940,3925,3909,3891,3873,3853,3831,3809,3785,3760,3734,3707,3679,3649,3619,3587,3554,3520,3486,3450,3413,3375,3337,3297,3256,3215,3173,3129,3085,3041,2995,2949,2901,2854,2806,2757,2709,2661,2614,2567,2521,2476,2432,2390,2350,2311,2274,2240,2208,2179,2153,2129,2109,2093,2080,2071,2067,2066,2070,2079,2092,2111,2135,2165,2200,2240,2285,2335,2388,2445,2505,2567,2632,2698,2765,2833,2901,2969,3037,3103,3168,3230,3291,3348,3402,3452,3498,3540,3576,3606,3631,3649,3659,3663,3658,3645,3624,3594,3556,3510,3457,3397,3330,3257,3178,3093,3003,2908,2808,2704,2596,2485,2371,2253,2134,2012,1889,1764,1638,1511,1384,1257,1130,1004,879,756,634,514,397,284,174,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,218,399,602,829,1079,1354,1655,1982,2337,2719,3130,3570,4041,4543,5077,5643,6243,6878,7547,8253,8995,9774,10592,11449,12346,13283,14262,15283,16347,17456,18608,19806,21051,22342,23682,25070,26507,27995,29533,31123,32767
0,198,383,556,716,864,1001,1126,1241,1344,1438,1521,1595,1659,1715,1762,1801,1832,1855,1871,1880,1883,1879,1869,1854,1834,1809,1780,1746,1708,1668,1623,1577,1527,1476,1422,1368,1312,1256,1199,1142,1085,1029,974,920,868,818,770,725,683,644,609,578,551,529,512,501,495,496,502,516,537,565,600,645,697,757,825,899,980,1066,1157,1253,1353,1457,1563,1671,1782,1893,2005,2117,2229,2340,2449,2555,2659,2760,2857,2949,3037,3119,3195,3264,3326,3380,3426,3463,3490,3509,3519,3522,3518,3507,3490,3468,3442,3411,3377,3339,3300,3259,3217,3174,3131,3089,3049,3010,2974,2940,2911,2886,2865,2850,2842,2839,2845,2858,2879,2910,2949,2998,3056,3120,3192,3270,3354,3442,3535,3631,3729,3830,3933,4036,4139,4241,4343,4442,4538,4631,4720,4804,4883,4956,5022,5080,5130,5171,5203,5224,5235,5233,5220,5195,5158,5111,5053,4984,4906,4819,4723,4619,4507,4387,4260,4127,3988,3842,3692,3537,3377,3213,3046,2876,2703,2528,2352,2173,1995,1815,1636,1457,1279,1102,928,756,587,423,264,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,406,674,970,1297,1653,2041,2462,2916,3404,3927,4486,5081,5715,6387,7098,7851,8644,9480,10358,11281,12249,13262,14323,15430,16587,17793,19049,20356,21716,23128,24594,26116,27693,29326,31017,32767
0,246,484,715,938,1153,1361,1561,1753,1939,2117,2288,2453,2610,2760,2903,3040,3170,3294,3411,3522,3627,3725,3818,3904,3984,4059,4128,4191,4248,4300,4347,4389,4425,4456,4481,4502,4518,4530,4536,4538,4535,4528,4517,4501,4481,4457,4429,4396,4361,4321,4277,4230,4180,4126,4069,4008,3944,3877,3808,3735,3659,3581,3500,3417,3331,3242,3153,3061,2969,2876,2782,2689,2595,2503,2411,2321,2232,2146,2062,1981,1903,1828,1757,1690,1628,1571,1518,1472,1431,1397,1369,1348,1334,1328,1330,1341,1359,1387,1422,1466,1517,1575,1640,1712,1791,1876,1966,2063,2164,2271,2383,2499,2619,2743,2871,3003,3137,3274,3414,3557,3701,3847,3995,4143,4293,4443,4594,4745,4895,5045,5194,5342,5488,5632,5775,5914,6051,6184,6314,6439,6561,6677,6789,6896,6996,7091,7180,7261,7336,7403,7463,7514,7557,7592,7617,7633,7639,7634,7620,7594,7558,7511,7453,7385,7307,7220,7123,7018,6903,6781,6650,6512,6367,6214,6055,5890,5718,5540,5358,5170,4977,4779,4578,4373,4164,3952,3737,3519,3299,3078,2854,2629,2404,2178,1954,1732,1513,1298,1089,886,691,504,327,161,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,221,461,734,1039,1379,1754,2165,2614,3101,3628,4196,4805,5456,6152,6892,7679,8512,9394,10324,11305,12337,13422,14559,15752,16999,18304,19666,21087,22567,24109,25712,27379,29109,30905,32767
0,114,222,324,420,510,594,673,746,814,878,936,990,1040,1085,1127,1165,1199,1229,1257,1281,1302,1321,1337,1351,1363,1372,1380,1387,1392,1396,1399,1401,1402,1403,1403,1404,1404,1405,1407,1409,1412,1416,1421,1427,1436,1446,1458,1472,1488,1507,1529,1553,1581,1612,1646,1684,1726,1772,1822,1877,1936,2000,2069,2143,2222,2306,2393,2485,2579,2675,2773,2872,2971,3070,3168,3264,3358,3449,3536,3620,3698,3772,3839,3900,3953,3998,4035,4063,4081,4088,4085,4069,4042,4001,3947,3878,3796,3699,3590,3471,3342,3205,3061,2911,2757,2600,2442,2284,2126,1971,1820,1674,1534,1403,1280,1167,1067,979,906,849,808,786,784,803,844,909,999,1116,1259,1429,1623,1840,2079,2337,2614,2907,3216,3538,3871,4216,4568,4928,5294,5664,6036,6409,6781,7151,7517,7878,8231,8576,8911,9234,9543,9838,10116,10376,10616,10835,11032,11206,11359,11491,11602,11693,11765,11818,11853,11870,11870,11854,11822,11775,11713,11638,11548,11446,11331,11205,11067,10919,10761,10593,10417,10232,10040,9840,9634,9423,9205,8983,8758,8528,8297,8065,7833,7602,7374,7149,6928,6712,6504,6302,6110,5927,5754,5594,5447,5313,5195,5093,5008,4941,4894,4867,4861,4878,4918,4984,5075,5192,5338,5513,5717,5953,6220,6521,6857,7227,7634,8079,8562,9084,9648,10253,10901,11593,12329,13112,13942,14820,15747,16725,17754,18835,19970,21159,22404,23706,25065,26484,27962,29501,31102,32767
