	0,0,ascendingAdditiveClamp,both,additive
	0,1,linwavefold_257,both,multiply
	0,2,newBounce,both,physical system
	0,3,circular_257,both,traditional contour
	1,0,impevens,audio,additive
	1,1,additive_tri_to_pulse,audio,common waveforms
	1,2,perlin,audio,mathematical
	1,3,csound_formants,physical system
	2,0,additive_pairs,audio,additive
	2,1,moogSquare,audio,common waveforms
	2,2,test_fm,audio,mathematical
	2,3,trains,audio,physical system
	3,0,sharpExpoSym,lfo,simple contour
	3,1,gammaAsym,traditional contour
	3,2,newest_steps,lfo,stepped
	3,3,block_test,lfo,stepped
	4,0,triOdd,both,multiplying
	4,1,sinwavefold_257,both,multiplying
	4,2,euclidean_test,both,multiplying
	4,3,skipSaw,both,multiplying
