Harm73_75_1,1/1,5/4,7/5
Harm73_75_2,1/1,7/5,7/4
Harm73_75_3,1/1,3/2,7/4
Harm73_75_4,1/1,3/2,12/7
Harm73_75_5,1/1,7/6,7/4
Harm73_75_6,1/1,7/6,4/3
Harm73_75_7,1/1,7/6,3/2
Harm73_75_8,1/1,8/7,3/2
