audio,0,tenor257
audio,1,soprano257
audio,2,impevens
audio,3,linwavefold_257
audio,4,skipSaw
audio,5,sinwavefold_257
audio,6,additive_tri_to_pulse
audio,7,newBounce
env,0,superEllipse1Sym
env,1,superEllipse1Asym
env,2,testRMS
env,3,lump2ndDegLinAtk
env,4,steps
env,5,sawBendLinAtk
env,6,newBounce
env,7,threeBounceLinAtk
seq,0,skipSaw
seq,1,exciteBike
seq,2,newBounce
seq,3,sawBend
seq,4,triOdd
seq,5,moogSquare
seq,6,algerian
seq,7,exciteBike
